"","genes_list","description"
"15580","TMEM129","transmembrane protein 129, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25137]"
"15581","TMEM130","transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429]"
"15582","TMEM131","transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]"
"15583","TMEM131L","transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]"
"15584","TMEM132A","transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"15585","TMEM132B","transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]"
"15586","TMEM132C","transmembrane protein 132C [Source:HGNC Symbol;Acc:HGNC:25436]"
"15587","TMEM132D","transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411]"
"15588","TMEM132E","transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991]"
"15589","TMEM134","transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142]"
"15590","TMEM135","transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]"
"15591","TMEM138","transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]"
"15592","TMEM139","transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]"
"15593","TMEM140","transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870]"
"15594","TMEM141","transmembrane protein 141 [Source:HGNC Symbol;Acc:HGNC:28211]"
"15595","TMEM143","transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]"
"15596","TMEM144","transmembrane protein 144 [Source:HGNC Symbol;Acc:HGNC:25633]"
"15597","TMEM145","transmembrane protein 145 [Source:HGNC Symbol;Acc:HGNC:26912]"
"15598","TMEM147","transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]"
"15599","TMEM14A","transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]"
"15600","TMEM14B","transmembrane protein 14B [Source:HGNC Symbol;Acc:HGNC:21384]"
"15601","TMEM14C","transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]"
"15602","TMEM150A","transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]"
"15603","TMEM150B","transmembrane protein 150B [Source:HGNC Symbol;Acc:HGNC:34415]"
"15604","TMEM151A","transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497]"
"15605","TMEM151B","transmembrane protein 151B [Source:HGNC Symbol;Acc:HGNC:21315]"
"15606","TMEM154","transmembrane protein 154 [Source:HGNC Symbol;Acc:HGNC:26489]"
"15607","TMEM155",NA
"15608","TMEM156","transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]"
"15609","TMEM158","transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]"
"15610","TMEM159",NA
"15611","TMEM160","transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]"
"15612","TMEM161A","transmembrane protein 161A [Source:HGNC Symbol;Acc:HGNC:26020]"
"15613","TMEM163","transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]"
"15614","TMEM164","transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]"
"15615","TMEM165","transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]"
"15616","TMEM167A","transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]"
"15617","TMEM167B","transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]"
"15618","TMEM168","transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]"
"15619","TMEM169","transmembrane protein 169 [Source:HGNC Symbol;Acc:HGNC:25130]"
"15620","TMEM17","transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623]"
"15621","TMEM170A","transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]"
"15622","TMEM170B","transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]"
"15623","TMEM171","transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]"
"15624","TMEM173",NA
"15625","TMEM174","transmembrane protein 174 [Source:HGNC Symbol;Acc:HGNC:28187]"
"15626","TMEM175","transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]"
"15627","TMEM176A","transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"15628","TMEM176B","transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]"
"15629","TMEM177","transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]"
"15630","TMEM178A","transmembrane protein 178A [Source:HGNC Symbol;Acc:HGNC:28517]"
"15631","TMEM178B","transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]"
"15632","TMEM179","transmembrane protein 179 [Source:HGNC Symbol;Acc:HGNC:20137]"
"15633","TMEM179B","transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]"
"15634","TMEM18","transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]"
"15635","TMEM181","transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]"
"15636","TMEM182","transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391]"
"15637","TMEM183A","transmembrane protein 183A [Source:HGNC Symbol;Acc:HGNC:20173]"
"15638","TMEM184A","transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]"
"15639","TMEM184B","transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]"
"15640","TMEM184C","transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]"
"15641","TMEM185A","transmembrane protein 185A [Source:HGNC Symbol;Acc:HGNC:17125]"
"15642","TMEM185B","transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]"
"15643","TMEM186","transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]"
"15644","TMEM187","transmembrane protein 187 [Source:HGNC Symbol;Acc:HGNC:13705]"
"15645","TMEM189",NA
"15646","TMEM19","transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]"
"15647","TMEM190","transmembrane protein 190 [Source:HGNC Symbol;Acc:HGNC:29632]"
"15648","TMEM192","transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]"
"15649","TMEM196","transmembrane protein 196 [Source:HGNC Symbol;Acc:HGNC:22431]"
"15650","TMEM198","transmembrane protein 198 [Source:HGNC Symbol;Acc:HGNC:33704]"
"15651","TMEM199","transmembrane protein 199 [Source:HGNC Symbol;Acc:HGNC:18085]"
"15652","TMEM200A","transmembrane protein 200A [Source:HGNC Symbol;Acc:HGNC:21075]"
"15653","TMEM200B","transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]"
"15654","TMEM200C","transmembrane protein 200C [Source:HGNC Symbol;Acc:HGNC:37208]"
"15655","TMEM201","transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]"
"15656","TMEM202","transmembrane protein 202 [Source:HGNC Symbol;Acc:HGNC:33733]"
"15657","TMEM203","transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]"
"15658","TMEM204","transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]"
"15659","TMEM205","transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]"
"15660","TMEM207","transmembrane protein 207 [Source:HGNC Symbol;Acc:HGNC:33705]"
"15661","TMEM208","transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015]"
"15662","TMEM209","transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]"
"15663","TMEM210","transmembrane protein 210 [Source:HGNC Symbol;Acc:HGNC:34059]"
"15664","TMEM211",NA
"15665","TMEM212","transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]"
"15666","TMEM213","transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]"
"15667","TMEM214","transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]"
"15668","TMEM215","transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]"
"15669","TMEM216","transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]"
"15670","TMEM217","transmembrane protein 217 [Source:HGNC Symbol;Acc:HGNC:21238]"
"15671","TMEM218","transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]"
"15672","TMEM219","transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]"
"15673","TMEM220","transmembrane protein 220 [Source:HGNC Symbol;Acc:HGNC:33757]"
"15674","TMEM221","transmembrane protein 221 [Source:HGNC Symbol;Acc:HGNC:21943]"
"15675","TMEM222","transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]"
"15676","TMEM223","transmembrane protein 223 [Source:HGNC Symbol;Acc:HGNC:28464]"
"15677","TMEM225","transmembrane protein 225 [Source:HGNC Symbol;Acc:HGNC:32390]"
"15678","TMEM225B","transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075]"
"15679","TMEM229A","transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279]"
"15680","TMEM229B","transmembrane protein 229B [Source:HGNC Symbol;Acc:HGNC:20130]"
"15681","TMEM230","transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]"
"15682","TMEM231","transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]"
"15683","TMEM232","transmembrane protein 232 [Source:HGNC Symbol;Acc:HGNC:37270]"
"15684","TMEM233","transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]"
"15685","TMEM234","transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]"
"15686","TMEM235","transmembrane protein 235 [Source:HGNC Symbol;Acc:HGNC:27563]"
"15687","TMEM236","transmembrane protein 236 [Source:HGNC Symbol;Acc:HGNC:23473]"
"15688","TMEM237","transmembrane protein 237 [Source:HGNC Symbol;Acc:HGNC:14432]"
"15689","TMEM238","transmembrane protein 238 [Source:HGNC Symbol;Acc:HGNC:40042]"
"15690","TMEM238L","transmembrane protein 238 like [Source:HGNC Symbol;Acc:HGNC:44356]"
"15691","TMEM239","transmembrane protein 239 [Source:HGNC Symbol;Acc:HGNC:40044]"
"15692","TMEM240","transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]"
"15693","TMEM241","transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]"
"15694","TMEM242","transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206]"
"15695","TMEM243","transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707]"
"15696","TMEM244","transmembrane protein 244 [Source:HGNC Symbol;Acc:HGNC:21571]"
"15697","TMEM245","transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363]"
"15698","TMEM246",NA
"15699","TMEM247","transmembrane protein 247 [Source:HGNC Symbol;Acc:HGNC:42967]"
"15700","TMEM248","transmembrane protein 248 [Source:HGNC Symbol;Acc:HGNC:25476]"
"15701","TMEM249","transmembrane protein 249 [Source:HGNC Symbol;Acc:HGNC:44155]"
"15702","TMEM25","transmembrane protein 25 [Source:HGNC Symbol;Acc:HGNC:25890]"
"15703","TMEM250","transmembrane protein 250 [Source:HGNC Symbol;Acc:HGNC:31009]"
"15704","TMEM251",NA
"15705","TMEM252","transmembrane protein 252 [Source:HGNC Symbol;Acc:HGNC:28537]"
"15706","TMEM253","transmembrane protein 253 [Source:HGNC Symbol;Acc:HGNC:32545]"
"15707","TMEM254","transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]"
"15708","TMEM255A","transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086]"
"15709","TMEM255B","transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]"
"15710","TMEM256","transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]"
"15711","TMEM258","transmembrane protein 258 [Source:HGNC Symbol;Acc:HGNC:1164]"
"15712","TMEM259","transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]"
"15713","TMEM26","transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]"
"15714","TMEM260","transmembrane protein 260 [Source:HGNC Symbol;Acc:HGNC:20185]"
"15715","TMEM262","transmembrane protein 262 [Source:HGNC Symbol;Acc:HGNC:49389]"
"15716","TMEM263","transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]"
"15717","TMEM265","transmembrane protein 265 [Source:HGNC Symbol;Acc:HGNC:51241]"
"15718","TMEM266","transmembrane protein 266 [Source:HGNC Symbol;Acc:HGNC:26763]"
"15719","TMEM267","transmembrane protein 267 [Source:HGNC Symbol;Acc:HGNC:26139]"
"15720","TMEM268","transmembrane protein 268 [Source:HGNC Symbol;Acc:HGNC:24513]"
"15721","TMEM269","transmembrane protein 269 [Source:HGNC Symbol;Acc:HGNC:52381]"
"15722","TMEM270","transmembrane protein 270 [Source:HGNC Symbol;Acc:HGNC:23018]"
"15723","TMEM271","transmembrane protein 271 [Source:HGNC Symbol;Acc:HGNC:53639]"
"15724","TMEM272","transmembrane protein 272 [Source:HGNC Symbol;Acc:HGNC:26737]"
"15725","TMEM273","transmembrane protein 273 [Source:HGNC Symbol;Acc:HGNC:27274]"
"15726","TMEM275","transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]"
"15727","TMEM30A","transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]"
"15728","TMEM30B","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]"
"15729","TMEM31","transmembrane protein 31 [Source:HGNC Symbol;Acc:HGNC:28601]"
"15730","TMEM33","transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]"
"15731","TMEM35A","transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]"
"15732","TMEM35B","transmembrane protein 35B [Source:HGNC Symbol;Acc:HGNC:40021]"
"15733","TMEM37","transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]"
"15734","TMEM38A","transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462]"
"15735","TMEM38B","transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]"
"15736","TMEM39A","transmembrane protein 39A [Source:HGNC Symbol;Acc:HGNC:25600]"
"15737","TMEM39B","transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510]"
"15738","TMEM40","transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]"
"15739","TMEM41A","transmembrane protein 41A [Source:HGNC Symbol;Acc:HGNC:30544]"
"15740","TMEM41B","transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]"
"15741","TMEM42","transmembrane protein 42 [Source:HGNC Symbol;Acc:HGNC:28444]"
"15742","TMEM43","transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]"
"15743","TMEM44","transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]"
"15744","TMEM45A","transmembrane protein 45A [Source:HGNC Symbol;Acc:HGNC:25480]"
"15745","TMEM45B","transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]"
"15746","TMEM47","transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]"
"15747","TMEM50A","transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]"
"15748","TMEM50B","transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]"
"15749","TMEM51","transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]"
"15750","TMEM52","transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]"
"15751","TMEM52B","transmembrane protein 52B [Source:HGNC Symbol;Acc:HGNC:26438]"
"15752","TMEM53","transmembrane protein 53 [Source:HGNC Symbol;Acc:HGNC:26186]"
"15753","TMEM54","transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]"
"15754","TMEM59","transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]"
"15755","TMEM59L","transmembrane protein 59 like [Source:HGNC Symbol;Acc:HGNC:13237]"
"15756","TMEM60","transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754]"
"15757","TMEM61","transmembrane protein 61 [Source:HGNC Symbol;Acc:HGNC:27296]"
"15758","TMEM62","transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]"
"15759","TMEM63A","transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]"
"15760","TMEM63B","transmembrane protein 63B [Source:HGNC Symbol;Acc:HGNC:17735]"
"15761","TMEM63C","transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]"
"15762","TMEM64","transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]"
"15763","TMEM65","transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]"
"15764","TMEM67","transmembrane protein 67 [Source:HGNC Symbol;Acc:HGNC:28396]"
"15765","TMEM68","transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]"
"15766","TMEM69","transmembrane protein 69 [Source:HGNC Symbol;Acc:HGNC:28035]"
"15767","TMEM70","transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]"
"15768","TMEM71","transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]"
"15769","TMEM72","transmembrane protein 72 [Source:HGNC Symbol;Acc:HGNC:31658]"
"15770","TMEM74","transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]"
"15771","TMEM74B","transmembrane protein 74B [Source:HGNC Symbol;Acc:HGNC:15893]"
"15772","TMEM79","transmembrane protein 79 [Source:HGNC Symbol;Acc:HGNC:28196]"
"15773","TMEM80","transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]"
"15774","TMEM81","transmembrane protein 81 [Source:HGNC Symbol;Acc:HGNC:32349]"
"15775","TMEM82","transmembrane protein 82 [Source:HGNC Symbol;Acc:HGNC:32350]"
"15776","TMEM86A","transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]"
"15777","TMEM86B","transmembrane protein 86B [Source:HGNC Symbol;Acc:HGNC:28448]"
"15778","TMEM87A","transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]"
"15779","TMEM87B","transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]"
"15780","TMEM88","transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]"
"15781","TMEM88B","transmembrane protein 88B [Source:HGNC Symbol;Acc:HGNC:37099]"
"15782","TMEM89","transmembrane protein 89 [Source:HGNC Symbol;Acc:HGNC:32372]"
"15783","TMEM8A",NA
"15784","TMEM8B","transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]"
"15785","TMEM9","transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]"
"15786","TMEM91","transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393]"
"15787","TMEM94","transmembrane protein 94 [Source:HGNC Symbol;Acc:HGNC:28983]"
"15788","TMEM95","transmembrane protein 95 [Source:HGNC Symbol;Acc:HGNC:27898]"
"15789","TMEM97","transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]"
"15790","TMEM98","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"15791","TMEM99",NA
"15792","TMEM9B","TMEM9 domain family member B [Source:HGNC Symbol;Acc:HGNC:1168]"
"15793","TMF1","TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]"
"15794","TMIE","transmembrane inner ear [Source:HGNC Symbol;Acc:HGNC:30800]"
"15795","TMIGD1","transmembrane and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32431]"
"15796","TMIGD2","transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28324]"
"15797","TMIGD3","transmembrane and immunoglobulin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:51375]"
"15798","TMLHE","trimethyllysine hydroxylase, epsilon [Source:HGNC Symbol;Acc:HGNC:18308]"
"15799","TMOD1","tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]"
"15800","TMOD2","tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]"
"15801","TMOD3","tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]"
"15802","TMPO","thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]"
"15803","TMPPE","transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:HGNC:33865]"
"15804","TMPRSS11A","transmembrane serine protease 11A [Source:HGNC Symbol;Acc:HGNC:27954]"
"15805","TMPRSS11B","transmembrane serine protease 11B [Source:HGNC Symbol;Acc:HGNC:25398]"
"15806","TMPRSS11D","transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]"
"15807","TMPRSS11E","transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]"
"15808","TMPRSS11F","transmembrane serine protease 11F [Source:HGNC Symbol;Acc:HGNC:29994]"
"15809","TMPRSS12","transmembrane serine protease 12 [Source:HGNC Symbol;Acc:HGNC:28779]"
"15810","TMPRSS13","transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]"
"15811","TMPRSS15","transmembrane serine protease 15 [Source:HGNC Symbol;Acc:HGNC:9490]"
"15812","TMPRSS2","transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]"
"15813","TMPRSS3","transmembrane serine protease 3 [Source:HGNC Symbol;Acc:HGNC:11877]"
"15814","TMPRSS4","transmembrane serine protease 4 [Source:HGNC Symbol;Acc:HGNC:11878]"
"15815","TMPRSS5","transmembrane serine protease 5 [Source:HGNC Symbol;Acc:HGNC:14908]"
"15816","TMPRSS6","transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]"
"15817","TMPRSS7","transmembrane serine protease 7 [Source:HGNC Symbol;Acc:HGNC:30846]"
"15818","TMPRSS9","transmembrane serine protease 9 [Source:HGNC Symbol;Acc:HGNC:30079]"
"15819","TMSB15A","thymosin beta 15A [Source:HGNC Symbol;Acc:HGNC:30744]"
"15820","TMSB15B","thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612]"
"15821","TMSB4X","thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]"
"15822","TMSB4Y","thymosin beta 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]"
"15823","TMTC1","transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]"
"15824","TMTC2","transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]"
"15825","TMTC3","transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899]"
"15826","TMTC4","transmembrane O-mannosyltransferase targeting cadherins 4 [Source:HGNC Symbol;Acc:HGNC:25904]"
"15827","TMUB1","transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]"
"15828","TMUB2","transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]"
"15829","TMX1","thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]"
"15830","TMX2","thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739]"
"15831","TMX3","thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718]"
"15832","TMX4","thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237]"
"15833","TNC","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]"
"15834","TNF","tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]"
"15835","TNFAIP1","TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894]"
